pitch_type,sv_id,type,count,pitcher_name
SL,130903_205330,S,0-0,Hiroki Kuroda
SI,130903_205353,S,0-1,Hiroki Kuroda
SL,130903_205411,S,0-2,Hiroki Kuroda
FS,130903_205448,S,0-0,Hiroki Kuroda
SI,130903_205511,B,0-1,Hiroki Kuroda
SL,130903_205529,X,1-1,Hiroki Kuroda
FS,130903_205608,B,0-0,Hiroki Kuroda
SL,130903_205621,X,1-0,Hiroki Kuroda
SL,130903_210815,S,0-0,Hiroki Kuroda
SI,130903_210831,X,0-1,Hiroki Kuroda
FS,130903_210913,B,0-0,Hiroki Kuroda
SL,130903_210942,S,1-0,Hiroki Kuroda
SI,130903_211022,S,1-1,Hiroki Kuroda
SI,130903_211044,X,1-2,Hiroki Kuroda
FF,130904_124656,S,0-0,Yu Darvish
FF,130904_124716,X,0-1,Yu Darvish
FF,130904_124801,B,0-0,Yu Darvish
FF,130904_124817,S,1-0,Yu Darvish
FF,130904_124842,S,1-1,Yu Darvish
FF,130904_124917,B,1-2,Yu Darvish
SL,130904_124939,S,2-2,Yu Darvish
FF,130904_125015,B,0-0,Yu Darvish
FF,130904_125036,B,1-0,Yu Darvish
FC,130904_125058,B,2-0,Yu Darvish
FF,130904_125117,B,3-0,Yu Darvish
FC,130904_125200,B,0-0,Yu Darvish
FC,130904_125220,X,1-0,Yu Darvish
SL,130904_125323,B,0-0,Yu Darvish
FF,130904_125337,B,1-0,Yu Darvish
FF,130904_125359,B,2-0,Yu Darvish
FF,130904_125418,B,3-0,Yu Darvish
FF,130904_125510,S,0-0,Yu Darvish
SL,130904_125555,B,0-1,Yu Darvish
SL,130904_125620,S,1-1,Yu Darvish
FF,130904_125700,S,1-2,Yu Darvish
FF,130904_130553,S,0-0,Yu Darvish
FC,130904_130614,B,0-1,Yu Darvish
SL,130904_130636,B,1-1,Yu Darvish
FF,130904_130655,B,2-1,Yu Darvish
FF,130904_130716,B,3-1,Yu Darvish
FF,130904_130754,B,0-0,Yu Darvish
FC,130904_130840,B,1-0,Yu Darvish
FF,130904_130905,B,2-0,Yu Darvish
FF,130904_130923,B,3-0,Yu Darvish
SL,130904_131044,S,0-0,Yu Darvish
SL,130904_131101,S,0-1,Yu Darvish
SL,130904_131124,B,0-2,Yu Darvish
SL,130904_131154,B,1-2,Yu Darvish
SL,130904_131215,X,2-2,Yu Darvish
SL,130904_131319,S,0-0,Yu Darvish
FC,130904_131349,S,0-1,Yu Darvish
FF,130904_131425,X,0-2,Yu Darvish
FF,130904_131526,S,0-0,Yu Darvish
SL,130904_131548,B,0-1,Yu Darvish
SL,130904_131611,B,1-1,Yu Darvish
SL,130904_131649,S,2-1,Yu Darvish
SL,130904_133410,X,0-0,Yu Darvish
FF,130904_133459,B,0-0,Yu Darvish
FT,130904_133518,X,1-0,Yu Darvish
FC,130904_133607,S,0-0,Yu Darvish
FC,130904_133631,X,0-1,Yu Darvish
SL,130904_133721,S,0-0,Yu Darvish
SL,130904_133738,S,0-1,Yu Darvish
FF,130904_133800,B,0-2,Yu Darvish
SL,130904_133840,S,1-2,Yu Darvish
FC,130904_134825,S,0-0,Yu Darvish
FC,130904_134841,B,0-1,Yu Darvish
SL,130904_134854,B,1-1,Yu Darvish
SL,130904_134911,S,2-1,Yu Darvish
SL,130904_134930,S,2-2,Yu Darvish
SL,130904_135006,B,2-2,Yu Darvish
SL,130904_135034,X,3-2,Yu Darvish
FC,130904_135119,B,0-0,Yu Darvish
FF,130904_135141,B,1-0,Yu Darvish
FC,130904_135159,S,2-0,Yu Darvish
SL,130904_135217,B,2-1,Yu Darvish
FC,130904_135238,X,3-1,Yu Darvish
FC,130904_135319,B,0-0,Yu Darvish
SL,130904_135403,S,1-0,Yu Darvish
SL,130904_135427,X,1-1,Yu Darvish
FC,130904_135521,S,0-0,Yu Darvish
FC,130904_135540,B,0-1,Yu Darvish
SL,130904_135607,S,1-1,Yu Darvish
FC,130904_135649,X,1-2,Yu Darvish
SL,130904_135756,S,0-0,Yu Darvish
SL,130904_135822,S,0-1,Yu Darvish
SL,130904_135855,X,0-2,Yu Darvish
SL,130904_141532,S,0-0,Yu Darvish
FF,130904_141553,B,0-1,Yu Darvish
SL,130904_141616,X,1-1,Yu Darvish
FF,130904_141657,B,0-0,Yu Darvish
SL,130904_141711,S,1-0,Yu Darvish
FC,130904_141727,S,1-1,Yu Darvish
FC,130904_141758,X,1-2,Yu Darvish
FC,130904_141841,B,0-0,Yu Darvish
SL,130904_141904,B,1-0,Yu Darvish
SL,130904_141922,S,2-0,Yu Darvish
SL,130904_141942,S,2-1,Yu Darvish
CU,130904_142005,B,2-2,Yu Darvish
SL,130904_142034,B,3-2,Yu Darvish
SL,130904_142121,B,0-0,Yu Darvish
SL,130904_142154,B,1-0,Yu Darvish
SL,130904_142215,S,2-0,Yu Darvish
SL,130904_142302,S,2-1,Yu Darvish
SL,130904_142334,S,2-2,Yu Darvish
SL,130904_143328,B,0-0,Yu Darvish
FC,130904_143343,B,1-0,Yu Darvish
SL,130904_143516,B,2-0,Yu Darvish
FS,130904_143532,B,3-0,Yu Darvish
FS,130904_143619,S,0-0,Yu Darvish
FF,130904_143642,B,0-1,Yu Darvish
SL,130904_143705,B,1-1,Yu Darvish
FC,130904_143728,S,2-1,Yu Darvish
SL,130904_143759,X,2-2,Yu Darvish
SI,130908_130857,S,0-0,Hiroki Kuroda
FF,130908_130913,B,0-1,Hiroki Kuroda
SL,130908_130942,B,1-1,Hiroki Kuroda
SI,130908_130959,X,2-1,Hiroki Kuroda
SI,130908_131045,S,0-0,Hiroki Kuroda
SI,130908_131107,B,0-1,Hiroki Kuroda
SL,130908_131124,B,1-1,Hiroki Kuroda
SI,130908_131149,S,2-1,Hiroki Kuroda
SL,130908_131207,S,2-2,Hiroki Kuroda
SI,130908_131239,S,0-0,Hiroki Kuroda
SI,130908_131253,B,0-1,Hiroki Kuroda
SI,130908_131310,S,1-1,Hiroki Kuroda
SL,130908_131329,B,1-2,Hiroki Kuroda
SL,130908_131348,X,2-2,Hiroki Kuroda
SI,130908_132235,S,0-0,Hiroki Kuroda
FF,130908_132252,B,0-1,Hiroki Kuroda
SL,130908_132314,S,1-1,Hiroki Kuroda
SL,130908_132338,B,1-2,Hiroki Kuroda
FS,130908_132358,B,2-2,Hiroki Kuroda
SI,130908_132419,X,3-2,Hiroki Kuroda
SI,130908_132510,S,0-0,Hiroki Kuroda
FS,130908_132538,S,0-1,Hiroki Kuroda
FF,130908_132608,B,0-2,Hiroki Kuroda
SL,130908_132635,X,1-2,Hiroki Kuroda
FS,130908_132747,B,0-0,Hiroki Kuroda
FS,130908_132810,B,1-0,Hiroki Kuroda
SI,130908_132851,S,2-0,Hiroki Kuroda
SI,130908_132927,S,2-1,Hiroki Kuroda
SL,130908_133009,S,2-2,Hiroki Kuroda
FS,130908_133042,X,2-2,Hiroki Kuroda
SL,130908_133135,B,0-0,Hiroki Kuroda
FS,130908_133200,S,1-0,Hiroki Kuroda
SI,130908_133230,B,1-1,Hiroki Kuroda
SI,130908_133256,B,2-1,Hiroki Kuroda
SI,130908_133323,S,3-1,Hiroki Kuroda
FS,130908_133408,S,3-2,Hiroki Kuroda
FS,130908_133459,S,3-2,Hiroki Kuroda
SI,130908_133531,S,3-2,Hiroki Kuroda
FS,130908_133635,S,3-2,Hiroki Kuroda
SL,130908_133710,S,0-0,Hiroki Kuroda
SL,130908_133737,B,0-1,Hiroki Kuroda
SL,130908_133758,B,1-1,Hiroki Kuroda
SL,130908_133822,B,2-1,Hiroki Kuroda
SL,130908_133842,B,3-1,Hiroki Kuroda
FS,130908_133946,B,0-0,Hiroki Kuroda
FS,130908_134005,B,1-0,Hiroki Kuroda
SI,130908_134027,B,2-0,Hiroki Kuroda
SI,130908_134055,S,3-0,Hiroki Kuroda
SI,130908_134124,S,3-1,Hiroki Kuroda
SI,130908_134147,B,3-2,Hiroki Kuroda
FS,130908_134235,S,0-0,Hiroki Kuroda
FS,130908_134303,X,0-1,Hiroki Kuroda
SL,130908_135714,B,0-0,Hiroki Kuroda
SI,130908_135730,B,1-0,Hiroki Kuroda
FF,130908_135747,S,2-0,Hiroki Kuroda
SI,130908_135804,X,2-1,Hiroki Kuroda
SL,130908_135851,S,0-0,Hiroki Kuroda
SI,130908_135923,X,0-1,Hiroki Kuroda
SI,130908_140016,S,0-0,Hiroki Kuroda
FS,130908_140111,B,0-1,Hiroki Kuroda
SL,130908_140145,S,1-1,Hiroki Kuroda
SI,130908_140242,S,1-2,Hiroki Kuroda
FS,130908_140319,S,1-2,Hiroki Kuroda
FS,130908_140404,B,0-0,Hiroki Kuroda
SI,130908_140445,B,1-0,Hiroki Kuroda
SI,130908_140507,X,2-0,Hiroki Kuroda
CU,130908_141432,S,0-0,Hiroki Kuroda
FF,130908_141444,B,0-1,Hiroki Kuroda
FS,130908_141500,S,1-1,Hiroki Kuroda
FF,130908_141525,B,1-2,Hiroki Kuroda
FS,130908_141546,S,2-2,Hiroki Kuroda
SI,130908_141607,S,2-2,Hiroki Kuroda
SL,130908_141642,X,2-2,Hiroki Kuroda
SL,130908_141722,S,0-0,Hiroki Kuroda
FF,130908_141742,B,0-1,Hiroki Kuroda
FF,130908_141755,S,1-1,Hiroki Kuroda
FS,130908_141821,S,1-2,Hiroki Kuroda
FS,130908_141847,S,1-2,Hiroki Kuroda
SI,130908_141909,B,1-2,Hiroki Kuroda
SL,130908_141923,S,2-2,Hiroki Kuroda
FS,130908_141948,S,2-2,Hiroki Kuroda
SI,130908_142021,B,0-0,Hiroki Kuroda
SL,130908_142035,S,1-0,Hiroki Kuroda
SI,130908_142050,S,1-1,Hiroki Kuroda
SL,130908_142112,S,1-2,Hiroki Kuroda
SI,130908_142134,B,1-2,Hiroki Kuroda
SL,130908_142151,X,2-2,Hiroki Kuroda
SL,130908_142241,S,0-0,Hiroki Kuroda
FS,130908_142322,S,0-1,Hiroki Kuroda
SI,130908_142354,B,0-2,Hiroki Kuroda
SL,130908_142414,S,1-2,Hiroki Kuroda
SI,130908_142444,S,1-2,Hiroki Kuroda
CU,130908_143852,S,0-0,Hiroki Kuroda
FF,130908_143909,S,0-1,Hiroki Kuroda
SI,130908_143937,B,0-2,Hiroki Kuroda
FS,130908_143955,X,1-2,Hiroki Kuroda
SI,130908_144037,B,0-0,Hiroki Kuroda
SL,130908_144100,S,1-0,Hiroki Kuroda
SL,130908_144120,S,1-1,Hiroki Kuroda
SL,130908_144143,B,1-2,Hiroki Kuroda
SL,130908_144206,S,2-2,Hiroki Kuroda
SI,130908_144241,S,0-0,Hiroki Kuroda
SL,130908_144257,B,0-1,Hiroki Kuroda
SL,130908_144313,B,1-1,Hiroki Kuroda
SL,130908_144331,X,2-1,Hiroki Kuroda
SL,130908_150636,B,0-0,Hiroki Kuroda
SL,130908_150652,S,1-0,Hiroki Kuroda
SI,130908_150710,X,1-1,Hiroki Kuroda
SI,130908_150813,B,0-0,Hiroki Kuroda
SI,130908_150845,X,1-0,Hiroki Kuroda
SL,130908_150937,S,0-0,Hiroki Kuroda
SI,130908_151001,B,0-1,Hiroki Kuroda
FS,130908_151025,X,1-1,Hiroki Kuroda
SI,130908_151110,B,0-0,Hiroki Kuroda
SI,130908_151128,B,1-0,Hiroki Kuroda
SI,130908_151146,S,2-0,Hiroki Kuroda
SI,130908_151225,X,2-1,Hiroki Kuroda
FF,130908_201800,S,0-0,Clayton Kershaw
SL,130908_201814,B,0-1,Clayton Kershaw
SL,130908_201834,S,1-1,Clayton Kershaw
CU,130908_201859,B,1-2,Clayton Kershaw
FF,130908_201914,B,2-2,Clayton Kershaw
FF,130908_201933,B,3-2,Clayton Kershaw
FF,130908_202009,B,0-0,Clayton Kershaw
FF,130908_202033,S,1-0,Clayton Kershaw
CU,130908_202118,S,1-1,Clayton Kershaw
CU,130908_202133,S,1-2,Clayton Kershaw
FF,130908_202204,S,0-0,Clayton Kershaw
FF,130908_202227,B,0-1,Clayton Kershaw
FF,130908_202241,X,1-1,Clayton Kershaw
FF,130908_203611,B,0-0,Clayton Kershaw
SL,130908_203631,S,1-0,Clayton Kershaw
FF,130908_203654,X,1-1,Clayton Kershaw
SL,130908_203728,B,0-0,Clayton Kershaw
SL,130908_203753,X,1-0,Clayton Kershaw
FF,130908_203842,X,0-0,Clayton Kershaw
FF,130908_203916,B,0-0,Clayton Kershaw
FF,130908_203934,S,1-0,Clayton Kershaw
SL,130908_203957,S,1-1,Clayton Kershaw
FF,130908_204013,S,1-2,Clayton Kershaw
FF,130908_205016,B,0-0,Clayton Kershaw
FF,130908_205029,S,1-0,Clayton Kershaw
FF,130908_205045,S,1-1,Clayton Kershaw
SL,130908_205130,B,1-2,Clayton Kershaw
FF,130908_205156,X,2-2,Clayton Kershaw
FF,130908_205231,S,0-0,Clayton Kershaw
SL,130908_205246,S,0-1,Clayton Kershaw
CU,130908_205258,B,0-2,Clayton Kershaw
CU,130908_205319,B,1-2,Clayton Kershaw
FF,130908_205338,B,2-2,Clayton Kershaw
FF,130908_205355,B,3-2,Clayton Kershaw
FF,130908_205438,S,0-0,Clayton Kershaw
FF,130908_205502,S,0-1,Clayton Kershaw
SL,130908_205653,B,0-2,Clayton Kershaw
CU,130908_205725,X,1-2,Clayton Kershaw
FF,130908_205826,S,0-0,Clayton Kershaw
FF,130908_205850,S,0-1,Clayton Kershaw
FF,130908_205923,B,0-2,Clayton Kershaw
FF,130908_210057,S,0-0,Clayton Kershaw
FF,130908_210122,S,0-1,Clayton Kershaw
CU,130908_210156,X,0-2,Clayton Kershaw
FF,130908_210251,S,0-0,Clayton Kershaw
FF,130908_210325,S,0-1,Clayton Kershaw
SL,130908_210404,X,0-2,Clayton Kershaw
SL,130908_211612,B,0-0,Clayton Kershaw
SL,130908_211626,X,1-0,Clayton Kershaw
FF,130908_211714,S,0-0,Clayton Kershaw
CH,130908_211732,X,0-1,Clayton Kershaw
SL,130908_211803,B,0-0,Clayton Kershaw
FF,130908_211824,B,1-0,Clayton Kershaw
FF,130908_211839,X,2-0,Clayton Kershaw
FF,130908_211931,S,0-0,Clayton Kershaw
FF,130908_211957,S,0-1,Clayton Kershaw
SL,130908_212034,S,0-2,Clayton Kershaw
FF,130908_213408,S,0-0,Clayton Kershaw
FF,130908_213421,S,0-1,Clayton Kershaw
FF,130908_213433,S,0-2,Clayton Kershaw
SL,130908_213510,B,0-0,Clayton Kershaw
FF,130908_213523,B,1-0,Clayton Kershaw
FF,130908_213540,B,2-0,Clayton Kershaw
FF,130908_213604,S,3-0,Clayton Kershaw
FF,130908_213618,B,3-1,Clayton Kershaw
SL,130908_213701,B,0-0,Clayton Kershaw
FF,130908_213738,B,1-0,Clayton Kershaw
FF,130908_213804,S,2-0,Clayton Kershaw
FF,130908_213832,X,2-1,Clayton Kershaw
FF,130908_213948,B,0-0,Clayton Kershaw
SL,130908_214015,S,1-0,Clayton Kershaw
SL,130908_214041,S,1-1,Clayton Kershaw
FF,130908_214117,B,1-2,Clayton Kershaw
SL,130908_214145,S,2-2,Clayton Kershaw
CU,130908_214222,S,2-2,Clayton Kershaw
SL,130908_215456,X,0-0,Clayton Kershaw
FF,130908_215534,S,0-0,Clayton Kershaw
FF,130908_215550,S,0-1,Clayton Kershaw
CU,130908_215615,B,0-2,Clayton Kershaw
SL,130908_215630,B,1-2,Clayton Kershaw
CU,130908_215651,B,2-2,Clayton Kershaw
SL,130908_215708,S,3-2,Clayton Kershaw
SL,130908_215743,B,0-0,Clayton Kershaw
FF,130908_215757,S,1-0,Clayton Kershaw
CU,130908_215832,B,1-1,Clayton Kershaw
SL,130908_215848,S,2-1,Clayton Kershaw
FF,130908_215904,X,2-2,Clayton Kershaw
SL,130908_221928,S,0-0,Clayton Kershaw
FF,130908_221941,S,0-1,Clayton Kershaw
SL,130908_222005,B,0-2,Clayton Kershaw
CU,130908_222022,X,1-2,Clayton Kershaw
FF,130908_222113,X,0-0,Clayton Kershaw
FF,130908_222231,S,0-0,Clayton Kershaw
FF,130908_222255,S,0-1,Clayton Kershaw
CU,130908_222328,S,0-2,Clayton Kershaw
FF,130908_222414,B,0-0,Clayton Kershaw
FF,130908_222439,S,1-0,Clayton Kershaw
CU,130908_222502,S,1-1,Clayton Kershaw
SL,130908_222531,B,1-2,Clayton Kershaw
SL,130908_222610,B,2-2,Clayton Kershaw
FF,130908_222718,S,0-0,Clayton Kershaw
CU,130908_222747,S,0-1,Clayton Kershaw
CU,130908_222816,S,0-2,Clayton Kershaw
FF,130908_222853,X,0-2,Clayton Kershaw
FF,130909_190844,B,0-0,Yu Darvish
FF,130909_190900,S,1-0,Yu Darvish
FF,130909_190919,S,1-1,Yu Darvish
SL,130909_190940,B,1-2,Yu Darvish
SL,130909_190958,S,2-2,Yu Darvish
FF,130909_191034,S,0-0,Yu Darvish
CU,130909_191050,B,0-1,Yu Darvish
FF,130909_191113,X,1-1,Yu Darvish
FF,130909_191159,X,0-0,Yu Darvish
FF,130909_191240,B,0-0,Yu Darvish
FF,130909_191304,S,1-0,Yu Darvish
FF,130909_191334,B,1-1,Yu Darvish
SL,130909_191402,B,2-1,Yu Darvish
FF,130909_191458,X,3-1,Yu Darvish
FF,130909_192428,S,0-0,Yu Darvish
FF,130909_192446,B,0-1,Yu Darvish
SL,130909_192507,X,1-1,Yu Darvish
SL,130909_192550,S,0-0,Yu Darvish
FF,130909_192608,B,0-1,Yu Darvish
SL,130909_192627,B,1-1,Yu Darvish
SL,130909_192648,S,2-1,Yu Darvish
SL,130909_192710,S,2-2,Yu Darvish
FF,130909_192749,S,0-0,Yu Darvish
FF,130909_192819,S,0-1,Yu Darvish
FF,130909_192856,S,0-2,Yu Darvish
FF,130909_193936,S,0-0,Yu Darvish
CU,130909_194000,S,0-1,Yu Darvish
FF,130909_194021,S,0-2,Yu Darvish
SL,130909_194056,X,0-2,Yu Darvish
SL,130909_194134,B,0-0,Yu Darvish
FF,130909_194149,S,1-0,Yu Darvish
SL,130909_194208,X,1-1,Yu Darvish
SL,130909_194249,B,0-0,Yu Darvish
FF,130909_194304,S,1-0,Yu Darvish
SL,130909_194321,X,1-1,Yu Darvish
SL,130909_195132,S,0-0,Yu Darvish
FF,130909_195150,X,0-1,Yu Darvish
SL,130909_195230,B,0-0,Yu Darvish
SL,130909_195252,X,1-0,Yu Darvish
FF,130909_195328,B,0-0,Yu Darvish
FC,130909_195351,S,1-0,Yu Darvish
FC,130909_195413,S,1-1,Yu Darvish
FF,130909_195437,B,1-2,Yu Darvish
SL,130909_195458,S,2-2,Yu Darvish
SL,130909_200248,B,0-0,Yu Darvish
SL,130909_200344,S,0-0,Yu Darvish
FC,130909_200405,X,0-1,Yu Darvish
FF,130909_200447,B,0-0,Yu Darvish
SL,130909_200507,B,1-0,Yu Darvish
FF,130909_200525,S,2-0,Yu Darvish
SL,130909_200549,B,2-1,Yu Darvish
SL,130909_200617,S,3-1,Yu Darvish
SL,130909_200642,S,3-2,Yu Darvish
FF,130909_200707,B,3-2,Yu Darvish
FF,130909_200803,X,0-0,Yu Darvish
FF,130909_201734,S,0-0,Yu Darvish
SL,130909_201750,X,0-1,Yu Darvish
FF,130909_201830,B,0-0,Yu Darvish
FF,130909_201848,X,1-0,Yu Darvish
FF,130909_201930,B,0-0,Yu Darvish
FF,130909_201949,S,1-0,Yu Darvish
CU,130909_202026,B,1-1,Yu Darvish
SL,130909_202045,S,2-1,Yu Darvish
FC,130909_202113,S,2-2,Yu Darvish
FF,130909_204030,S,0-0,Yu Darvish
FF,130909_204049,S,0-1,Yu Darvish
FF,130909_204111,S,0-2,Yu Darvish
FF,130909_204148,X,0-0,Yu Darvish
FF,130909_204236,B,0-0,Yu Darvish
SL,130909_204258,S,1-0,Yu Darvish
FF,130909_204325,B,1-1,Yu Darvish
SL,130909_204348,X,2-1,Yu Darvish
FC,130909_204441,S,0-0,Yu Darvish
FC,130909_204526,B,0-1,Yu Darvish
SL,130909_204546,S,1-1,Yu Darvish
SL,130909_204639,B,1-2,Yu Darvish
SL,130909_204716,S,2-2,Yu Darvish
FF,130909_204745,X,2-2,Yu Darvish
SL,130909_204859,S,0-0,Yu Darvish
FF,130909_204916,B,0-1,Yu Darvish
SL,130909_204934,X,1-1,Yu Darvish
SI,130913_192139,S,0-0,Hiroki Kuroda
SL,130913_192156,S,0-1,Hiroki Kuroda
SI,130913_192216,X,0-2,Hiroki Kuroda
SI,130913_192308,S,0-0,Hiroki Kuroda
SL,130913_192334,X,0-1,Hiroki Kuroda
SL,130913_192441,B,0-0,Hiroki Kuroda
SL,130913_192506,S,1-0,Hiroki Kuroda
FS,130913_192534,B,1-1,Hiroki Kuroda
FF,130913_192629,S,2-1,Hiroki Kuroda
SI,130913_192704,X,2-2,Hiroki Kuroda
SI,130913_192811,B,0-0,Hiroki Kuroda
SI,130913_192836,B,1-0,Hiroki Kuroda
SI,130913_192907,S,2-0,Hiroki Kuroda
FS,130913_192945,X,2-1,Hiroki Kuroda
FS,130913_193032,B,0-0,Hiroki Kuroda
FS,130913_193056,B,1-0,Hiroki Kuroda
SL,130913_193121,B,2-0,Hiroki Kuroda
SI,130913_193149,S,3-0,Hiroki Kuroda
SI,130913_193218,X,3-1,Hiroki Kuroda
SI,130913_193310,B,0-0,Hiroki Kuroda
SI,130913_193329,B,1-0,Hiroki Kuroda
SI,130913_193358,B,2-0,Hiroki Kuroda
SI,130913_193421,B,3-0,Hiroki Kuroda
FS,130913_193535,B,0-0,Hiroki Kuroda
SI,130913_193559,B,1-0,Hiroki Kuroda
SI,130913_193632,S,2-0,Hiroki Kuroda
SL,130913_193726,S,2-1,Hiroki Kuroda
FS,130913_193758,B,2-2,Hiroki Kuroda
SI,130913_193838,X,3-2,Hiroki Kuroda
SL,130913_193936,B,0-0,Hiroki Kuroda
SL,130913_193956,S,1-0,Hiroki Kuroda
SI,130913_194022,S,1-1,Hiroki Kuroda
SL,130913_194045,X,1-2,Hiroki Kuroda
CU,130913_194838,S,0-0,Hiroki Kuroda
SI,130913_194850,X,0-1,Hiroki Kuroda
CU,130913_194931,B,0-0,Hiroki Kuroda
SL,130913_194950,X,1-0,Hiroki Kuroda
SL,130913_195041,S,0-0,Hiroki Kuroda
SI,130913_195106,B,0-1,Hiroki Kuroda
CU,130913_195226,S,0-0,Hiroki Kuroda
IN,130913_195317,B,0-1,Hiroki Kuroda
IN,130913_195328,B,1-1,Hiroki Kuroda
IN,130913_195340,B,2-1,Hiroki Kuroda
IN,130913_195350,B,3-1,Hiroki Kuroda
SL,130913_195450,S,0-0,Hiroki Kuroda
SI,130913_195514,S,0-1,Hiroki Kuroda
SL,130913_195554,B,0-2,Hiroki Kuroda
FS,130913_195625,B,1-2,Hiroki Kuroda
SI,130913_195709,S,2-2,Hiroki Kuroda
SI,130913_195751,S,0-0,Hiroki Kuroda
SL,130913_195816,X,0-1,Hiroki Kuroda
CU,130913_200920,S,0-0,Hiroki Kuroda
FS,130913_200933,B,0-1,Hiroki Kuroda
SL,130913_200947,X,1-1,Hiroki Kuroda
SI,130913_201045,B,0-0,Hiroki Kuroda
SI,130913_201109,X,1-0,Hiroki Kuroda
SI,130913_201200,B,0-0,Hiroki Kuroda
SI,130913_201224,B,1-0,Hiroki Kuroda
FS,130913_201333,S,2-0,Hiroki Kuroda
SL,130913_201354,B,2-1,Hiroki Kuroda
SL,130913_201427,S,3-1,Hiroki Kuroda
SL,130913_201449,S,3-2,Hiroki Kuroda
FS,130913_201525,S,0-0,Hiroki Kuroda
FS,130913_201549,X,0-1,Hiroki Kuroda
SI,130913_202716,S,0-0,Hiroki Kuroda
SI,130913_202730,B,0-1,Hiroki Kuroda
SL,130913_202746,X,1-1,Hiroki Kuroda
SL,130913_202826,B,0-0,Hiroki Kuroda
SL,130913_202849,B,1-0,Hiroki Kuroda
SL,130913_202906,S,2-0,Hiroki Kuroda
SL,130913_202924,S,2-1,Hiroki Kuroda
SI,130913_202949,X,2-2,Hiroki Kuroda
SL,130913_203030,B,0-0,Hiroki Kuroda
SL,130913_203048,S,1-0,Hiroki Kuroda
FF,130913_203105,B,1-1,Hiroki Kuroda
SL,130913_203124,X,2-1,Hiroki Kuroda
SI,130913_204045,X,0-0,Hiroki Kuroda
CU,130913_204125,B,0-0,Hiroki Kuroda
CU,130913_204146,B,1-0,Hiroki Kuroda
SI,130913_204218,X,2-0,Hiroki Kuroda
SI,130913_204309,B,0-0,Hiroki Kuroda
SI,130913_204341,X,1-0,Hiroki Kuroda
SL,130913_204438,S,0-0,Hiroki Kuroda
SL,130913_204524,B,0-1,Hiroki Kuroda
SL,130913_204554,B,1-1,Hiroki Kuroda
SI,130913_204619,B,2-1,Hiroki Kuroda
SI,130913_204644,X,3-1,Hiroki Kuroda
SI,130913_210150,X,0-0,Hiroki Kuroda
SI,130913_210232,S,0-0,Hiroki Kuroda
SI,130913_210245,B,0-1,Hiroki Kuroda
SL,130913_210258,S,1-1,Hiroki Kuroda
SI,130913_210311,X,1-2,Hiroki Kuroda
SI,130913_210358,S,0-0,Hiroki Kuroda
SL,130913_210413,B,0-1,Hiroki Kuroda
SL,130913_210428,B,1-1,Hiroki Kuroda
SL,130913_210445,X,2-1,Hiroki Kuroda
SI,130913_212945,B,0-0,Hiroki Kuroda
SI,130913_213000,S,1-0,Hiroki Kuroda
SL,130913_213019,B,1-1,Hiroki Kuroda
FS,130913_213042,B,2-1,Hiroki Kuroda
SI,130913_213105,X,3-1,Hiroki Kuroda
FF,130913_191211,S,0-0,Clayton Kershaw
CU,130913_191226,B,0-1,Clayton Kershaw
FF,130913_191243,S,1-1,Clayton Kershaw
SL,130913_191302,B,1-2,Clayton Kershaw
FF,130913_191321,S,2-2,Clayton Kershaw
FF,130913_191348,X,2-2,Clayton Kershaw
FF,130913_191423,X,0-0,Clayton Kershaw
FF,130913_191511,S,0-0,Clayton Kershaw
FF,130913_191527,B,0-1,Clayton Kershaw
CU,130913_191542,S,1-1,Clayton Kershaw
SL,130913_191559,S,1-2,Clayton Kershaw
CU,130913_191624,S,1-2,Clayton Kershaw
SL,130913_191651,S,1-2,Clayton Kershaw
FF,130913_191714,S,1-2,Clayton Kershaw
FF,130913_191737,X,1-2,Clayton Kershaw
FF,130913_192947,S,0-0,Clayton Kershaw
SL,130913_193010,B,0-1,Clayton Kershaw
SL,130913_193023,S,1-1,Clayton Kershaw
CU,130913_193040,X,1-2,Clayton Kershaw
SL,130913_193116,S,0-0,Clayton Kershaw
FF,130913_193136,S,0-1,Clayton Kershaw
SL,130913_193152,B,0-2,Clayton Kershaw
SL,130913_193208,X,1-2,Clayton Kershaw
FF,130913_193250,S,0-0,Clayton Kershaw
SL,130913_193314,X,0-1,Clayton Kershaw
FF,130913_193402,S,0-0,Clayton Kershaw
FF,130913_193425,B,0-1,Clayton Kershaw
CU,130913_193447,S,1-1,Clayton Kershaw
CU,130913_193512,S,1-2,Clayton Kershaw
SL,130913_193548,B,1-2,Clayton Kershaw
FF,130913_193618,X,2-2,Clayton Kershaw
FF,130913_193708,S,0-0,Clayton Kershaw
FF,130913_193737,S,0-1,Clayton Kershaw
CU,130913_193807,B,0-2,Clayton Kershaw
FF,130913_193840,X,1-2,Clayton Kershaw
FF,130913_195608,S,0-0,Clayton Kershaw
FF,130913_195620,S,0-1,Clayton Kershaw
CU,130913_195633,B,0-2,Clayton Kershaw
FF,130913_195646,B,1-2,Clayton Kershaw
FF,130913_195703,S,2-2,Clayton Kershaw
FF,130913_195725,S,2-2,Clayton Kershaw
SL,130913_195805,X,0-0,Clayton Kershaw
FF,130913_195856,S,0-0,Clayton Kershaw
FF,130913_195921,S,0-1,Clayton Kershaw
FF,130913_200012,X,0-2,Clayton Kershaw
FF,130913_200102,S,0-0,Clayton Kershaw
CU,130913_200125,B,0-1,Clayton Kershaw
